2018-06-05 11:35:33.350 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.library.path=C:\Program Files\Java\jdk1.8.0_144\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\TortoiseSVN\bin;D:\Java7\jdk1.7.0_67\bin;D:\Java7\jdk1.7.0_67\jre;C:\mycat\bin;D:\apache-maven-3.3.9\bin;C:\Users\zengfy\AppData\Local\Programs\Python\Python36;D:\zfy\zengfeiyue文件\软件\hadoop\spark-1.6.0-bin-hadoop2.6\spark-1.6.0-bin-hadoop2.6\bin;D:\apache-maven-3.3.9\bin;C:\Program Files\nodejs\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\Scripts;C:\Program Files (x86)\ClockworkMod\Universal Adb Driver\;C:\Program Files\TortoiseGit\bin;C:\WINDOWS\System32\OpenSSH\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\Scripts\;C:\Users\zengfy\AppData\Local\Programs\Python\Python36\;C:\Users\zengfy\AppData\Local\Microsoft\WindowsApps;C:\Users\zengfy\AppData\Roaming\npm;C:\Users\zengfy\AppData\Local\GitHubDesktop\bin;%USERPROFILE%\AppData\Local\Microsoft\WindowsApps;;C:\Users\zengfy\AppData\Local\Programs\Fiddler;.
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.io.tmpdir=C:\Users\zengfy\AppData\Local\Temp\
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.compiler=<NA>
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.name=Windows 10
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.arch=amd64
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.version=10.0
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.name=zengfy
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.home=C:\Users\zengfy
2018-06-05 11:54:33.869 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.dir=D:\zfy\workspace\summer\summer-security\summer-security-provider
2018-06-05 11:54:33.871 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Initiating client connection, connectString=127.0.0.1:2181 sessionTimeout=30000 watcher=org.I0Itec.zkclient.ZkClient@15414be9
2018-06-05 11:54:33.889 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2018-06-05 11:54:33.891 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Socket connection established to 127.0.0.1/127.0.0.1:2181, initiating session
2018-06-05 11:54:33.932 [DubboZkclientConnector-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Session establishment complete on server 127.0.0.1/127.0.0.1:2181, sessionid = 0x163cdced58a001a, negotiated timeout = 30000
2018-06-05 11:54:35.087 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Started SummerSecurityProviderApplicationTests in 7.245 seconds (JVM running for 8.719)
2018-06-05 11:54:35.215 [Thread-5] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@5082d622: startup date [Tue Jun 05 11:54:28 CST 2018]; root of context hierarchy
2018-06-05 11:54:35.241 [DubboShutdownHook] INFO  org.apache.zookeeper.ZooKeeper - Session: 0x163cdced58a001a closed
2018-06-05 11:54:35.242 [DubboZkclientConnector-EventThread] INFO  org.apache.zookeeper.ClientCnxn - EventThread shut down for session: 0x163cdced58a001a
2018-06-05 11:56:27.001 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.summer.security.SummerSecurityProviderApplicationTests], using SpringBootContextLoader
2018-06-05 11:56:27.014 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.summer.security.SummerSecurityProviderApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-06-05 11:56:27.018 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.summer.security.SummerSecurityProviderApplicationTests]: SummerSecurityProviderApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-06-05 11:56:27.653 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.summer.security.SummerSecurityProviderApplication for test class com.summer.security.SummerSecurityProviderApplicationTests
2018-06-05 11:56:27.826 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-06-05 11:56:27.933 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@68c9133c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7a35b0f5, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5e2c3d18, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2cb4893b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@cc43f62, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5b218417, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@645aa696, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6caf0677, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@413d1baf, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@16eb3ea3, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@273444fe]
2018-06-05 11:56:28.266 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - Starting SummerSecurityProviderApplicationTests on DESKTOP-EL7HE66 with PID 5940 (started by zengfy in D:\zfy\workspace\summer\summer-security\summer-security-provider)
2018-06-05 11:56:28.267 [main] INFO  c.s.s.SummerSecurityProviderApplicationTests - No active profile set, falling back to default profiles: default
2018-06-05 11:56:28.292 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@5082d622: startup date [Tue Jun 05 11:56:28 CST 2018]; root of context hierarchy
2018-06-05 11:56:28.943 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-06-05 11:56:29.388 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.397 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c5c8b2e3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.405 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$edae901] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.431 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$$EnhancerBySpringCGLIB$$34eada5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.440 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.442 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cache-org.springframework.boot.autoconfigure.cache.CacheProperties' of type [org.springframework.boot.autoconfigure.cache.CacheProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.451 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManagerCustomizers' of type [org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.455 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration' of type [org.springframework.boot.autoconfigure.cache.RedisCacheConfiguration$$EnhancerBySpringCGLIB$$b3e049ff] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.463 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.redis-org.springframework.boot.autoconfigure.data.redis.RedisProperties' of type [org.springframework.boot.autoconfigure.data.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.473 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration' of type [org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration$$EnhancerBySpringCGLIB$$dae2712d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.584 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'lettuceClientResources' of type [io.lettuce.core.resource.DefaultClientResources] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.682 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConnectionFactory' of type [org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.706 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManager' of type [org.springframework.data.redis.cache.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.707 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheAutoConfigurationValidator' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$CacheManagerValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.779 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.dubbo-com.alibaba.dubbo.spring.boot.DubboProperties' of type [com.alibaba.dubbo.spring.boot.DubboProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:29.780 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration' of type [com.alibaba.dubbo.spring.boot.DubboConsumerAutoConfiguration$$EnhancerBySpringCGLIB$$ffe34c05] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-06-05 11:56:34.044 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:zookeeper.version=3.4.9-1757313, built on 08/23/2016 06:50 GMT
2018-06-05 11:56:34.044 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:host.name=192.168.1.86
2018-06-05 11:56:34.045 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.version=1.8.0_144
2018-06-05 11:56:34.045 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.vendor=Oracle Corporation
2018-06-05 11:56:34.045 [DubboZkclientConnector] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.home=C:\Program Files\Java\jdk1.8.0_144\jre
